x0,x1,Duration
-0.1804,2.0298,14.4680
-0.2776,0.6038,14.9748
0.8368,-0.0706,14.8212
0.5785,-0.5644,15.0820
0.6582,1.8306,14.0368
0.2581,0.7092,14.7417
-0.5930,2.1759,14.6189
-0.0960,0.7564,14.8581
3.6038,0.4568,13.3626
-0.7827,1.4277,14.8844
1.5296,1.1635,13.8484
1.1676,-0.8115,14.9686
-1.5479,-1.7480,17.4725
0.6107,0.1231,14.8287
-0.0777,-0.1026,15.1586
-0.2381,0.9802,14.8342
-0.8005,1.2006,14.9553
2.2892,-1.8768,14.9716
-0.2875,-1.3092,15.8093
0.1854,0.2926,14.9197
2.2068,-1.6624,14.9428
-0.4532,-1.8142,16.2516
0.9735,-0.0747,14.7757
-1.5906,0.9582,15.2620
-0.1267,0.6565,14.9035
-0.8662,0.4220,15.2447
-1.0030,1.0408,15.0658
1.5039,-0.1159,14.6120
-0.3648,-1.2522,15.8303
-1.1446,0.1211,15.4878
0.1386,0.8868,14.7234
0.3694,-2.1351,15.7443
0.8831,0.0835,14.7464
-0.0271,1.1708,14.6888
-0.1456,-0.5847,15.3795
-1.7708,1.8001,15.0486
-0.3965,0.2065,15.1599
-0.2923,-0.3765,15.3553
1.2283,-1.0918,15.0339
1.8176,1.8229,13.0253
-0.3092,-3.6376,17.2213
0.4565,-0.7265,15.1823
-1.2471,-0.7618,16.1243
1.6382,-0.5865,14.7595
-2.2273,-1.7050,18.3981
0.1320,-3.5893,16.5515
0.1783,0.1236,14.9826
-0.5694,1.2513,14.8652
0.3611,-0.5244,15.1475
-2.4552,-0.2964,16.5096
-0.4540,-0.8666,15.6730
0.1026,-0.2293,15.1378
1.5693,-0.4123,14.7138
-1.6788,-1.0482,16.7642
-1.1913,-0.6604,16.0059
-0.2733,-1.2384,15.7615
-0.5149,0.3937,15.1320
-0.5913,-1.6770,16.2864
1.9467,1.3401,13.3882
-1.4490,-0.8097,16.3185
1.1740,-0.3650,14.8174
-0.3970,-0.1969,15.3228
1.3446,0.4836,14.3825
-0.5144,-4.3031,17.8843
1.4657,-1.8531,15.1537
-0.3656,-1.7743,16.1451
1.8727,1.5119,13.2837
-0.4533,-0.1241,15.3150
-1.0753,0.2232,15.4091
1.8024,2.7739,12.0341
1.1864,-1.9017,15.2566
0.4727,-2.7340,15.8898
-1.0001,-0.1594,15.5732
-2.6273,1.3001,15.3676
-0.9738,-2.9943,17.9691
-0.6315,0.1208,15.2822
2.3213,-0.8125,14.6732
-0.0073,0.7985,14.8108
0.6782,-1.9827,15.5036
-1.5258,2.9116,14.8044
-1.6614,0.2051,15.6583
0.8460,0.3996,14.6320
1.4666,0.6300,14.2425
0.2114,-1.3636,15.5305
-0.5379,0.5303,15.0902
0.0499,1.4162,14.5684
-0.7633,-0.0867,15.4287
-1.7025,0.9750,15.2862
0.3027,-0.1770,15.0454
0.1401,1.2687,14.5819
-0.0355,2.4298,14.2498
-0.1990,0.8310,14.8698
-0.6638,-1.2340,16.0374
0.0608,1.2326,14.6301
1.0372,1.3607,14.0451
-0.3514,-0.9009,15.6318
1.1449,-1.8565,15.2609
-1.1413,1.7259,14.9146
0.2281,1.9612,14.2622
-1.2374,-0.6672,16.0424
-0.8962,0.2486,15.3286
-0.5494,0.4251,15.1324
0.4402,0.2232,14.8531
-2.1712,0.3533,15.7696
-0.3538,-0.9716,15.6700
-1.2311,-1.0871,16.3914
-1.0339,-0.7842,15.9909
-0.4577,-1.9970,16.3810
-0.7311,-0.3221,15.5313
2.2406,-1.3116,14.8516
-0.2661,-1.2284,15.7515
-0.1388,1.9897,14.4598
-0.8193,0.0505,15.3877
-2.8059,0.9354,15.5889
1.5755,-0.9145,14.8858
-0.1322,0.3927,14.9975
0.4870,-0.8095,15.1994
-0.2708,1.6837,14.6209
-0.3318,-0.9053,15.6229
-0.6285,1.3736,14.8492
